Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3490133,BOSTON (DORCHESTER),08-Jan-2013,7:00 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,GALLIVAN BOULEVARD / GRANITE AVENUE,,,,,,236643.2967,892556.1249
3340467,BOSTON,08-Jan-2013,7:03 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Other,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Clear,,Rte 93 S,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3340838,BOSTON,08-Jan-2013,8:35 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Other / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3378221,BOSTON,08-Jan-2013,4:31 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dusk,Clear,,4555 WASHINGTON STREET,,,,P2:Pedestrian,229892.9273,891988.0159
3369429,BOSTON (SOUTH BOSTON),08-Jan-2013,5:19 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Westbound ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,CONGRESS STREET / FARNSWORTH STREET,,,,,,237157.7031,900121.7503
3340468,BOSTON,08-Jan-2013,5:52 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Entering traffic lane,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - roadway not lighted,Clear,,Rte 90 W,,,,,232572.2182,899870.4883
3344406,BOSTON,09-Jan-2013,7:17 AM,Property damage only (none injured),2,0,0,Angle,V1: Changing lanes / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Tractor/semi-trailer,Dry,Daylight,Cloudy,,Rte 93 S,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
3388324,BOSTON (DORCHESTER),09-Jan-2013,7:40 AM,Non-fatal injury,2,3,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with parked motor vehicle ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy/Cloudy,,1921 DORCHESTER AVENUE,,,,,235920.2289,892824.5072
3384612,BOSTON,09-Jan-2013,9:51 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,MASSACHUSETTS TURNPIKE Rte 90 E / RAMP - RT 90 EB TO STUART STREET & HUNTI,,,PRU TUNNEL,,234344.3965,899764.2151
3384753,BOSTON,09-Jan-2013,1:40 PM,Property damage only (none injured),2,0,0,Angle,V1: Making U-turn / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,MORTON STREET Rte 203 E / CANTERBURY STREET,,,,,,233290.5113,893672.9874
3367939,BOSTON,09-Jan-2013,4:00 PM,Not Reported,2,0,0,Head-on,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Not reported,Unknown,Daylight,Clear,GENEVA AVENUE / CHARLES STREET,,,,,,235860.3125,894445.8125
3346305,BOSTON,09-Jan-2013,4:01 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93,,Exit 15 on Rte 93,ON RAMP 93 N/B,,236972.2496,896473.4282
3339030,BOSTON (DORCHESTER),09-Jan-2013,4:21 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Other,Daylight,Other,SEAVER STREET Rte 28 / BLUE HILL AVENUE,,,,,,234238.338,895060.5463
3367936,BOSTON (DORCHESTER),09-Jan-2013,4:30 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,BOWDOIN AVENUE,,,,,,
3346357,BOSTON,09-Jan-2013,6:21 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 15 on Rte 93 S,HOV ENTRANCE SAVIN HILL,,236629.6253,897168.5001
3346306,BOSTON,09-Jan-2013,6:24 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 15 on Rte 93 S,SAVIN HILL OVERPASS,,236629.6253,897168.5001
3343268,BOSTON,09-Jan-2013,6:30 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Cloudy,,RAMP - SEAPORT BOULEVARD TO RT 93 NB / ATLANTIC AVENUE,,,ACN  RAMP  N/B  FROM  SEAPORT  A,,236988.4272,900738.0172
3339438,BOSTON,09-Jan-2013,7:20 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with median barrier ,V1: Passenger car,Wet,Dark - lighted roadway,Clear,MORTON STREET Rte 203 W / JAMES SHEA CIRCLE / FOREST HILLS ENTRANCE DRIVE,,,,FOREST HILLS OVERPASS,,232473.2968,894531.5627
3345403,BOSTON,09-Jan-2013,9:34 PM,Property damage only (none injured),2,0,0,Head-on,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,MORTON STREET / EVANS STREET,,,,,234273.0086,892342.2902
3476453,BOSTON,10-Jan-2013,00:00 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,,551 DORCHESTER AVENUE,,,,P2:Pedestrian,236514.2312,897884.0731
3367557,BOSTON,10-Jan-2013,7:04 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dusk,Clear,HUNTINGTON AVENUE / WEST NEWTON STREET,,,,,P2:Pedestrian,234466.4217,899511.5625
3341684,BOSTON,10-Jan-2013,8:43 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N,,,BETWEEN EXIT 23 AND 26,,236351.7508,901667.6015
3368753,BOSTON (BRIGHTON),10-Jan-2013,10:00 AM,Non-fatal injury,1,1,0,Angle,V1: Turning left,V1:Southbound ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear,COMMONWEALTH AVENUE / SUMMIT AVENUE,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",229559.0783,899547.618
3338285,BOSTON,10-Jan-2013,11:28 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Leaving traffic lane / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Bus (seats for more than 15 people, including driver)",Dry,Daylight,Clear,,Rte 93 S,,Exit 15 on Rte 93,,,236629.6253,897168.5001
3367935,BOSTON (DORCHESTER),10-Jan-2013,12:15 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Not reported,Dry,Daylight,Clear/Clear,COLUMBIA ROAD / MASSACHUSETTS AVENUE,,,,,,236147.4063,896760.9377
3367797,BOSTON,10-Jan-2013,12:30 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Not reported,Not reported,Not Reported,BOYLSTON STREET / BROOKLINE AVENUE,,,,,,232742.1496,899278.3204
3340231,BOSTON (ALLSTON),10-Jan-2013,1:07 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Unknown heavy truck, cannot classify",Dry,Daylight,Clear/Clear,COMMONWEALTH AVENUE / WALLINGFORD ROAD,,,,,,228810.8354,898992.0571
3384516,BOSTON,10-Jan-2013,3:10 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,RAMP - ALBANY STREET TO RT 93 SB / RAMP - RT 93 SB TO MASSACHUSETTS AVENUE / JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,,LL RAMP ALBANY ST,,236013.2782,899092.9984
3346593,BOSTON,10-Jan-2013,4:05 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for 7-15 people, including driver) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,COLUMBIA ROAD / RAMP - COLUMBIA RD TO RT 93 NB,,,,,236856.5941,896870.7884
3379131,BOSTON (HYDE PARK),10-Jan-2013,4:10 PM,Non-fatal injury,2,1,0,Not reported,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Motorcycle / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,RIVER STREET / BUSINESS STREET,,,,,,230894.3436,889528.4999
3336856,BOSTON,10-Jan-2013,6:55 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Leaving traffic lane,V1:Eastbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - roadway not lighted,Clear,,Rte 90 E,,,,,226556.6699,900854.5105
3337066,BOSTON,11-Jan-2013,2:18 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,STORROW DRIVE / LONGFELLOW BRIDGE,,,LONGFELLOW BRIDGE,,235193.1629,901280.3507
3337069,BOSTON,11-Jan-2013,2:25 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 15 on Rte 93,,,236629.6253,897168.5001
3368757,BOSTON (BRIGHTON),11-Jan-2013,6:47 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dawn,Clear/Clear,WASHINGTON STREET,1576 COMMONWEALTH AVENUE,,,,P2:Pedestrian,229469.0401,899350.0876
3349353,BOSTON,11-Jan-2013,7:10 AM,Non-fatal injury,3,3,0,Angle,V1: Travelling straight ahead / V2:Turning left / V3:Slowing or stopped in traffic,V1:Eastbound / V2:Westbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Bus (seats for more than 15 people, including driver)",Dry,Daylight,Cloudy,,GALLIVAN BOULEVARD / DORCHESTER AVENUE,,,,,235804.4062,892252.5627
3341694,BOSTON,11-Jan-2013,7:17 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,SOLDIERS FIELD ROAD,,,DOUBLE TREE HOTEL,,231510.0467,901104.4669
3341826,BOSTON,11-Jan-2013,8:46 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Cloudy,,Rte 93 S,,,,,235973.6096,902105.2145
3351893,BOSTON,11-Jan-2013,9:15 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N,,Exit 11 on Rte 93 N,,,237094.7253,891674.8051
3369495,BOSTON,11-Jan-2013,9:22 AM,Non-fatal injury,1,1,0,Head-on,V1: Turning left,V1:Eastbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,DARTMOUTH STREET / APPLETON STREET,,,,,P2:Pedestrian,235029.9842,899488.375
3355483,BOSTON (ROXBURY),11-Jan-2013,11:30 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Travelling straight ahead,V1:Westbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Wet,Dark - lighted roadway,Rain/Unknown,DUDLEY STREET / HAMPDEN STREET,,,,,,235001.9343,897379.039
3344283,BOSTON,11-Jan-2013,12:00 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Cloudy,GALLIVAN BOULEVARD / WOODFIELD STREET,,,,,,236969.8437,892628.6251
3384613,BOSTON,11-Jan-2013,3:50 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Not Reported,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP - BROADWAY TO RT 93 NB,,,ENTRANCE PORTAL,,236464.2455,899892.3494
3376555,BOSTON,11-Jan-2013,4:38 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Southbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dusk,Cloudy,,5315 WASHINGTON STREET,,,,,227995.5472,889824.9998
3384740,BOSTON,11-Jan-2013,7:40 PM,Property damage only (none injured),1,0,0,Angle,V1: Travelling straight ahead,V1:Southbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Wet,Dark - lighted roadway,Cloudy/Rain,,JAMAICAWAY / JAMAICAWAY,,,JAMAICA WAY AT ELLIOT ST,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",231337.3557,895996.1066
